Simplified,Traditional,Pinyin,HSK Grade
集合,集合,jíhé,5
集,集,jí,5
集体,集體,jítǐ,5
集中,集中,jízhōng,5
计算,計算,jìsuàn,5
记录,記錄,jìlù,5
录,錄,lù,5
记忆,記憶,jìyì,5
纪录,紀錄,jìlù,5
纪律,紀律,jìlǜ,5
纪念,紀念,jìniàn,5
系领带,系領帶,jìlǐngdài,5
寂寞,寂寞,jìmò,5
寂,寂,jì,5
寞,寞,mò,5
夹子,夾子,jiāzi,5
夹,夾,jiā/jiá/xié/xiá/gā,5
家庭,家庭,jiātíng,5
庭,庭,tíng,5
家务,家務,jiāwù,5
家乡,家鄉,jiāxiāng,5
乡,鄉,xiāng/xiǎng/xiàng,5
嘉宾,嘉賓,jiābīn,5
嘉,嘉,jiā,5
甲,甲,jiǎ,5
假如,假如,jiǎrú,5
假设,假設,jiǎshè,5
设,設,shè,5
假装,假裝,jiǎzhuāng,5
价值,價值,jiàzhí,5
驾驶,駕駛,jiàshǐ,5
驾,駕,jià/jiā,5
驶,駛,shǐ,5
嫁,嫁,jià,5
坚决,堅決,jiānjué,5
坚强,堅強,jiānqiáng,5
强,強,qiáng/qiǎng,5
肩膀,肩膀,jiānbǎng,5
肩,肩,jiān/xián,5
艰巨,艱巨,jiānjù,5
艰,艱,jiān,5
巨,巨,jù/qú,5
艰苦,艱苦,jiānkǔ,5
兼职,兼職,jiānzhí,5
兼,兼,jiān,5
捡,撿,jiǎn,5
剪刀,剪刀,jiǎndāo,5
剪,剪,jiǎn,5
简历,簡曆,jiǎnlì,5
简直,簡直,jiǎnzhí,5
建立,建立,jiànlì,5
建设,建設,jiànshè,5
建筑,建築,jiànzhù,5
筑,築,yuán/zhú,5
健身,健身,jiànshēn,5
键盘,鍵盤,jiànpán,5
讲究,講究,jiǎngjiu,5
讲座,講座,jiǎngzuò,5
酱油,醬油,jiàngyóu,5
酱,醬,jiàng,5
交换,交換,jiāohuàn,5
交际,交際,jiāojì,5
交往,交往,jiāowǎng,5
浇,澆,jiāo,5
胶水,膠水,jiāoshuǐ,5
胶,膠,jiāo/jiǎo/háo/nǎo,5
角度,角度,jiǎodù,5
狡猾,狡猾,jiǎohuá,5
狡,狡,jiǎo/xiào,5
猾,猾,huá,5
教材,教材,jiàocái,5
教练,教練,jiàoliàn,5
教训,教訓,jiàoxun,5
训,訓,xun/xùn,5
阶段,階段,jiēduàn,5
阶,階,jiē,5
结实,結實,jiēshi,5
接触,接觸,jiēchù,5
触,觸,chù,5
接待,接待,jiēdài,5
接近,接近,jiējìn,5
节省,節省,jiéshěng,5
结构,結構,jiégòu,5
结合,結合,jiéhé,5
结论,結論,jiélùn,5
结账,結賬,jiézhàng,5
账,賬,zhàng,5
戒,戒,jiè,5
戒指,戒指,jièzhi,5
届,屆,jiè,5
借口,借口,jièkǒu,5
金属,金屬,jīnshǔ,5
属,屬,shǔ/zhǔ,5
尽快,盡快,jǐnkuài,5
尽量,盡量,jǐnliàng,5
紧急,緊急,jǐnjí,5
谨慎,謹慎,jǐnshèn,5
谨,謹,jǐn,5
慎,慎,shèn/zhèn,5
尽力,盡力,jìn lì,5
进步,進步,jìnbù,5
进口,進口,jìn kǒu,5
近代,近代,jìndài,5
经典,經典,jīngdiǎn,5
经商,經商,jīng shāng,5
经营,經營,jīngyíng,5
营,營,yíng/cuō,5
精力,精力,jīnglì,5
精神,精神,jīngshen,5
神,神,shén/shen/shēn,5
酒吧,酒吧,jiǔbā,5
救,救,jiù,5
救护车,救護車,jiùhùchē,5
舅舅,舅舅,jiùjiu,5
舅,舅,jiù/jiu,5
居然,居然,jūrán,5
桔子,桔子,júzi,5
桔,桔,jú/jié/xié,5
巨大,巨大,jùdà,5
具备,具備,jùbèi,5
具体,具體,jùtǐ,5
俱乐部,俱樂部,jùlèbù,5
俱,俱,jù/jū,5
据说,據說,jùshuō,5
捐,捐,juān,5
决赛,決賽,juésài,5
决心,決心,juéxīn,5
角色,角色,juésè,5
绝对,絕對,juéduì,5
军事,軍事,jūnshì,5
均匀,均勻,jūnyún,5
均,均,jūn/yùn,5
匀,勻,yún,5
卡车,卡車,kǎchē,5
开发,開發,kāifā,5
开放,開放,kāifàng,5
开幕式,開幕式,kāimùshì,5
幕,幕,mù/màn,5
开水,開水,kāishuǐ,5
砍,砍,kǎn,5
看不起,看不起,kàn bu qǐ,5
看望,看望,kànwàng,5
靠,靠,kào,5
颗,顆,kē,5
可见,可見,kějiàn,5
可靠,可靠,kěkào,5
可怕,可怕,kěpà,5
克服,克服,kèfú,5
刻苦,刻苦,kèkǔ,5
客观,客觀,kèguān,5
课程,課程,kèchéng,5
空间,空間,kōngjiān,5
空闲,空閑,kòngxián,5
闲,閑,xián,5
控制,控制,kòngzhì,5
控,控,kòng/kōng/qiāng,5
口味,口味,kǒuwèi,5
夸,誇,kuā,5
夸张,誇張,kuāzhāng,5
会计,會計,kuàijì,5
宽,寬,kuān,5
昆虫,昆蟲,kūnchóng,5
昆,昆,kūn/hún/kùn,5
虫,蟲,chóng/zhòng/tóng,5
扩大,擴大,kuòdà,5
扩,擴,kuò/tǎng/guàng,5
辣椒,辣椒,làjiāo,5
椒,椒,jiāo,5
拦,攔,lán,5
烂,爛,làn,5
朗读,朗讀,lǎngdú,5
朗,朗,lǎng,5
劳动,勞動,láodòng,5
劳,勞,láo/lào/liáo,5
劳驾,勞駕,láo jià,5
老百姓,老百姓,lǎobǎixìng,5
老板,老板,lǎobǎn,5
老婆,老婆,lǎopó,5
婆,婆,pó/po,5
老实,老實,lǎoshi,5
老鼠,老鼠,lǎoshǔ,5
鼠,鼠,shǔ,5
姥姥,姥姥,lǎolao,5
姥,姥,mǔ/lǎo,5
乐观,樂觀,lèguān,5
雷,雷,léi,5
类型,類型,lèixíng,5
类,類,lèi,5
冷淡,冷淡,lěngdàn,5
厘米,厘米,límǐ,5
厘,厘,lí/chán,5
离婚,離婚,lí hūn,5
梨,梨,lí,5
理论,理論,lǐlùn,5
理由,理由,lǐyóu,5
力量,力量,lìliang,5
立即,立即,lìjí,5
立刻,立刻,lìkè,5
利润,利潤,lìrùn,5
润,潤,rùn,5
利息,利息,lìxī,5
利益,利益,lìyì,5
益,益,yì,5
利用,利用,lìyòng,5
连忙,連忙,liánmáng,5
连续,連續,liánxù,5
联合,聯合,liánhé,5
恋爱,戀愛,liàn'ài,5
恋,戀,liàn,5
良好,良好,liánghǎo,5
良,良,liáng/liǎng,5
粮食,糧食,liángshi,5
粮,糧,liáng,5
食,食,shí/shi/sì/yì,5
了不起,了不起,liǎobuqǐ,5
列车,列車,lièchē,5
临时,臨時,línshí,5
灵活,靈活,línghuó,5
灵,靈,líng/ling,5
铃,鈴,líng,5
零件,零件,língjiàn,5
零食,零食,língshí,5
领导,領導,lǐngdǎo,5
领域,領域,lǐngyù,5
域,域,yù,5
浏览,浏覽,liúlǎn,5
浏,浏,liú,5
览,覽,lǎn/làn,5
流传,流傳,liúchuán,5
流泪,流淚,liúlèi,5
泪,淚,lèi/lì,5
龙,龍,lóng,5
漏,漏,lòu,5
陆地,陸地,lùdì,5
陆,陸,lù/liù,5
陆续,陸續,lùxù,5
录取,錄取,lùqǔ,5
录音,錄音,lùyīn,5
轮流,輪流,lúnliú,5
轮,輪,lún,5
论文,論文,lùnwén,5
逻辑,邏輯,luóji,5
逻,邏,luó/luò,5
落后,落後,luòhòu,5
骂,罵,mà,5
麦克风,麥克風,màikèfēng,5
麦,麥,mài,5
馒头,饅頭,mántou,5
馒,饅,mán,5
满足,滿足,mǎnzú,5
毛病,毛病,máobìng,5
矛盾,矛盾,máodùn,5
矛,矛,máo,5
盾,盾,dùn/shǔn/yǔn,5
冒险,冒險,màoxiǎn,5
贸易,貿易,màoyì,5
贸,貿,mào,5
眉毛,眉毛,méimao,5
眉,眉,méi,5
媒体,媒體,méitǐ,5
媒,媒,méi/mèi,5
煤炭,煤炭,méitàn,5
煤,煤,méi,5
炭,炭,tàn,5
美术,美術,měishù,5
魅力,魅力,mèilì,5
魅,魅,mèi,5
梦想,夢想,mèngxiǎng,5
秘密,秘密,mìmì,5
秘,秘,mì/bì/bié,5
秘书,秘書,mìshu,5
密切,密切,mìqiè,5
蜜蜂,蜜蜂,mìfēng,5
蜜,蜜,mì,5
蜂,蜂,fēng,5
面对,面對,miànduì,5
面积,面積,miànjī,5
面临,面臨,miànlín,5
苗条,苗條,miáotiao,5
苗,苗,miáo,5
描写,描寫,miáoxiě,5
描,描,miáo/mào,5
敏感,敏感,mǐngǎn,5
名牌,名牌,míngpái,5
名片,名片,míngpiàn,5
名胜古迹,名勝古迹,míngshènggǔjì,5
胜,勝,shèng,5
迹,迹,jì,5
明确,明確,míngquè,5
明显,明顯,míngxiǎn,5
显,顯,xiǎn/xiàn,5
明星,明星,míngxīng,5
命令,命令,mìnglìng,5
令,令,lìng/líng/lián/lǐng,5
命运,命運,mìngyùn,5
摸,摸,mō,5
模仿,模仿,mófǎng,5
模糊,模糊,móhu,5
模特,模特,mótè,5
摩托车,摩托車,mótuōchē,5
摩,摩,mó/mí/mā,5
托,托,tuō,5
陌生,陌生,mòshēng,5
陌,陌,mò,5
某,某,mǒu,5
木头,木頭,mùtou,5
木,木,mù,5
目标,目標,mùbiāo,5
目录,目錄,mùlù,5
目前,目前,mùqián,5
哪怕,哪怕,nǎpà,5
难怪,難怪,nánguài,5
难免,難免,nánmiǎn,5
脑袋,腦袋,nǎodai,5
内部,內部,nèibù,5
内科,內科,nèikē,5
嫩,嫩,nèn,5
能干,能幹,nénggàn,5
能源,能源,néngyuán,5
源,源,yuán,5
嗯,嗯,ēn,5
年代,年代,niándài,5
年纪,年紀,niánjì,5
宁可,甯可,nìngkě,5
宁,甯,nìng/níng,5
牛仔裤,牛仔褲,niúzǎikù,5
农村,農村,nóngcūn,5
农,農,nóng,5
村,村,cūn,5
农民,農民,nóngmín,5
农业,農業,nóngyè,5
浓,濃,nóng,5
女士,女士,nǚshì,5
欧洲,歐洲,ōuzhōu,5
欧,歐,ōu/ǒu,5
偶然,偶然,ǒurán,5
拍,拍,pāi,5
派,派,pài,5
盼望,盼望,pànwàng,5
盼,盼,pàn/fén,5
培训,培訓,péixùn,5
培,培,péi/pǒu/pī,5
培养,培養,péiyǎng,5
赔偿,賠償,péicháng,5
赔,賠,péi,5
偿,償,cháng,5
佩服,佩服,pèifu,5
佩,佩,pèi,5
配合,配合,pèihé,5
盆,盆,pén,5
碰,碰,pèng,5
批准,批准,pīzhǔn,5
披,披,pī,5
疲劳,疲勞,píláo,5
疲,疲,pí,5
匹,匹,pǐ,5
片面,片面,piànmiàn,5
飘,飄,piāo,5
拼音,拼音,pīnyīn,5
拼,拼,pīn/bìng,5
频道,頻道,píndào,5
频,頻,pín/bīn,5
平安,平安,píng'ān,5
平常,平常,píngcháng,5
平等,平等,píngděng,5
平方,平方,píngfāng,5
平衡,平衡,pínghéng,5
衡,衡,héng,5
平静,平靜,píngjìng,5
平均,平均,píngjūn,5
评价,評價,píngjià,5
凭,憑,píng,5
迫切,迫切,pòqiè,5
迫,迫,pò/pǎi,5
破产,破産,pò chǎn,5
破坏,破壞,pòhuài,5
期待,期待,qīdài,5
期间,期間,qījiān,5
其余,其余,qíyú,5
奇迹,奇迹,qíjì,5
企业,企業,qǐyè,5
企,企,qǐ,5
启发,啓發,qǐfā,5
启,啓,qǐ,5
气氛,氣氛,qìfēn,5
氛,氛,fēn,5
汽油,汽油,qìyóu,5
谦虚,謙虛,qiānxū,5
谦,謙,qiān/zhàn,5
虚,虛,xū,5
前途,前途,qiántú,5
浅,淺,qiǎn,5
欠,欠,qiàn,5
枪,槍,qiāng,5
强调,強調,qiángdiào,5
强烈,強烈,qiángliè,5
墙,牆,qiáng,5
抢,搶,"qiǎng, qiāng",5
悄悄,悄悄,qiāoqiāo,5
悄,悄,qiāo/qiǎo/qiào,5
瞧,瞧,qiáo,5
巧妙,巧妙,qiǎomiào,5
妙,妙,miào/miǎo,5
亲爱,親愛,qīn'ài,5
亲切,親切,qīnqiè,5
亲自,親自,qīnzì,5
勤奋,勤奮,qínfèn,5
勤,勤,qín/qí,5
青,青,qīng,5
青春,青春,qīngchūn,5
青少年,青少年,qīngshàonián,5
轻视,輕視,qīngshì,5
轻易,輕易,qīngyì,5
清淡,清淡,qīngdàn,5
情景,情景,qíngjǐng,5
情绪,情緒,qíngxù,5
绪,緒,xù,5
请求,請求,qǐngqiú,5
庆祝,慶祝,qìngzhù,5
球迷,球迷,qiúmí,5
趋势,趨勢,qūshì,5
趋,趨,qū/cù/qù/cǒu,5
势,勢,shì/shi,5
取消,取消,qǔxiāo,5
娶,娶,qǔ,5
去世,去世,qùshì,5
圈,圈,quān,5
权力,權力,quánlì,5
权,權,quán/guàn,5
权利,權利,quánlì,5
全面,全面,quánmiàn,5
劝,勸,quàn,5
缺乏,缺乏,quēfá,5
乏,乏,fá,5
确定,確定,quèdìng,5
确认,確認,quèrèn,5
群,群,qún,5
燃烧,燃燒,ránshāo,5
燃,燃,rán,5
绕,繞,rào,5
热爱,熱愛,rè'ài,5
热烈,熱烈,rèliè,5
热心,熱心,rèxīn,5
人才,人才,réncái,5
人口,人口,rénkǒu,5
人类,人類,rénlèi,5
人民币,人民幣,rénmínbì,5
币,幣,bì,5
人生,人生,rénshēng,5
人事,人事,rénshì,5
人物,人物,rénwù,5
人员,人員,rényuán,5
忍不住,忍不住,rěn bu zhù,5
忍,忍,rěn/rèn,5
日常,日常,rìcháng,5
日程,日程,rìchéng,5
日历,日曆,rìlì,5
日期,日期,rìqī,5
日用品,日用品,rìyòngpǐn,5
日子,日子,rìzi,5
如何,如何,rúhé,5
如今,如今,rújīn,5
软,軟,ruǎn,5
软件,軟件,ruǎnjiàn,5
弱,弱,ruò,5
洒,灑,sǎ,5
嗓子,嗓子,sǎngzi,5
嗓,嗓,sǎng,5
色彩,色彩,sècǎi,5
杀,殺,shā,5
沙漠,沙漠,shāmò,5
漠,漠,mò,5
沙滩,沙灘,shātān,5
滩,灘,tān/hàn/nàn,5
傻,傻,shǎ,5
晒,曬,shài,5
删除,刪除,shānchú,5
删,刪,shān,5
闪电,閃電,shǎndiàn,5
闪,閃,shǎn,5
扇子,扇子,shànzi,5
扇,扇,shàn/shān,5
善良,善良,shànliáng,5
善于,善于,shànyú,5
伤害,傷害,shānghài,5
商品,商品,shāngpǐn,5
商务,商務,shāngwù,5
商业,商業,shāngyè,5
上当,上當,shàng dàng,5
蛇,蛇,shé,5
舍不得,舍不得,shěbude,5
舍,舍,shě/shè/shì,5
设备,設備,shèbèi,5
设计,設計,shèjì,5
设施,設施,shèshī,5
射击,射擊,shèjī,5
射,射,shè/yè/yì,5
击,擊,jī/jì/xí,5
摄影,攝影,shè yǐng,5
摄,攝,shè/zhé/niè/shà,5
伸,伸,shēn,5
身材,身材,shēncái,5
身份,身份,shēnfèn,5
深刻,深刻,shēnkè,5
神话,神話,shénhuà,5
神秘,神秘,shénmì,5
升,升,shēng,5
生产,生産,shēngchǎn,5
生动,生動,shēngdòng,5
生长,生長,shēngzhǎng,5
声调,聲調,shēngdiào,5
绳子,繩子,shéngzi,5
绳,繩,shéng/sheng/yìng/mǐn/shèng,5
省略,省略,shěnglüè,5
略,略,è/lüè,5
胜利,勝利,shènglì,5
失眠,失眠,shīmián,5
眠,眠,mián/miǎn/mǐn,5
失去,失去,shīqù,5
失业,失業,shī yè,5
诗,詩,shī,5
狮子,獅子,shīzi,5
狮,獅,shī,5
湿润,濕潤,shīrùn,5
石头,石頭,shítou,5
石,石,shí/dàn,5
时差,時差,shíchā,5
时代,時代,shídài,5
时刻,時刻,shíkè,5
时髦,時髦,shímáo,5
髦,髦,máo,5
时期,時期,shíqī,5
时尚,時尚,shíshàng,5
尚,尚,shàng/shang/cháng,5
实话,實話,shíhuà,5
实践,實踐,shíjiàn,5
践,踐,jiàn,5
实习,實習,shíxí,5
实现,實現,shíxiàn,5
实验,實驗,shíyàn,5
实用,實用,shíyòng,5
食物,食物,shíwù,5
使劲儿,使勁兒,shǐjìnr,5
劲,勁,jìn/jìng,5
始终,始終,shǐzhōng,5
士兵,士兵,shìbīng,5
兵,兵,bīng,5
市场,市場,shìchǎng,5
似的,似的,shìde,5
似,似,shì/sì,5
事实,事實,shìshí,5
事物,事物,shìwù,5
事先,事先,shìxiān,5
试卷,試卷,shìjuàn,5
卷,卷,juǎn/juàn/quán/quān/gǔn/jùn,5
收获,收獲,shōuhuò,5
收据,收據,shōujù,5
手工,手工,shǒugōng,5
手术,手術,shǒushù,5
手套,手套,shǒutào,5
套,套,tào/tǎo,5
手续,手續,shǒuxù,5
手指,手指,shǒuzhǐ,5
寿命,壽命,shòumìng,5
寿,壽,shòu,5
受伤,受傷,shòu shāng,5
书架,書架,shūjià,5
梳子,梳子,shūzi,5
梳,梳,shū,5
舒适,舒適,shūshì,5
输入,輸入,shūrù,5
蔬菜,蔬菜,shūcài,5
蔬,蔬,shū/shǔ,5
熟练,熟練,shúliàn,5
属于,屬于,shǔyú,5
鼠标,鼠標,shǔ biāo,5
数据,數據,shùjù,5
数码,數碼,shùmǎ,5
摔倒,摔倒,shuāidǎo,5
摔,摔,shuāi,5
甩,甩,shuǎi,5
双方,雙方,shuāngfāng,5
税,稅,shuì,5
说不定,說不定,shuōbudìng,5
说服,說服,shuō fú,5
丝绸,絲綢,sīchóu,5
丝,絲,sī,5
绸,綢,chóu/tāo/diào,5
丝毫,絲毫,sīháo,5
毫,毫,háo,5
私人,私人,sīrén,5
私,私,sī,5
思考,思考,sīkǎo,5
思想,思想,sīxiǎng,5
撕,撕,sī,5
似乎,似乎,sìhū,5
搜索,搜索,sōusuǒ,5
搜,搜,sōu/xiāo/sòu/shǎo,5
索,索,suǒ/suo,5
宿舍,宿舍,sùshè,5
宿,宿,sù/xiǔ/xiù/qī,5
随身,隨身,suíshēn,5
随时,隨時,suíshí,5
随手,隨手,suíshǒu,5
碎,碎,suì,5
损失,損失,sǔnshī,5
损,損,sǔn,5
缩短,縮短,suōduǎn,5
缩,縮,suō/sù,5
锁,鎖,suǒ,5
台阶,台階,táijiē,5
太极拳,太極拳,tàijíquán,5
拳,拳,quán,5
太太,太太,tàitai,5
谈判,談判,tánpàn,5
坦率,坦率,tǎnshuài,5
坦,坦,tǎn,5
烫,燙,tàng,5
逃,逃,táo,5
逃避,逃避,táobì,5
桃,桃,táo,5
淘气,淘氣,táoqì,5
淘,淘,táo,5
讨价还价,討價還價,tǎo jià huán jià,5
特色,特色,tèsè,5
特殊,特殊,tèshū,5
殊,殊,shū,5
特征,特征,tèzhēng,5
征,征,zhēng,5
疼爱,疼愛,téng ài,5
提倡,提倡,tíchàng,5
倡,倡,chàng/chāng,5
提纲,提綱,tígāng,5
纲,綱,gāng,5
提问,提問,tíwèn,5
题目,題目,tímù,5
体会,體會,tǐhuì,5
体贴,體貼,tǐtiē,5
贴,貼,tiē,5
体现,體現,tǐxiàn,5
体验,體驗,tǐyàn,5
天空,天空,tiānkōng,5
天真,天真,tiānzhēn,5
调皮,調皮,tiáopí,5
调整,調整,tiáozhěng,5
挑战,挑戰,tiǎozhàn,5
挑,挑,tiāo/tiǎo/táo/diào/tiáo/tiao,5
战,戰,zhàn,5
通常,通常,tōngcháng,5
统一,統一,tǒngyī,5
痛苦,痛苦,tòngkǔ,5
痛,痛,tòng,5
痛快,痛快,tòngkuai,5
偷,偷,tōu,5
投入,投入,tóurù,5
投,投,tóu/dòu,5
投资,投資,tóu zī,5
透明,透明,tòumíng,5
透,透,tòu/shū,5
突出,突出,tūchū,5
土地,土地,tǔdì,5
土,土,tǔ/dù/chǎ/tú,5
土豆,土豆,tǔdòu,5
吐,吐,"tǔ, tù",5
兔子,兔子,tùzi,5
兔,兔,tù/tú/chān,5
团,團,tuán,5
推辞,推辭,tuīcí,5
推广,推廣,tuīguǎng,5
推荐,推薦,tuījiàn,5
荐,薦,jiàn,5
退,退,tuì,5
退步,退步,tuìbù,5
退休,退休,tuìxiū,5
歪,歪,wāi,5
外公,外公,wàigōng,5
外交,外交,wàijiāo,5
完美,完美,wánměi,5
完善,完善,wánshàn,5
完整,完整,wánzhěng,5
玩具,玩具,wánjù,5
万一,萬一,wànyī,5
王子,王子,wángzǐ,5
网络,網絡,wǎngluò,5
络,絡,luò/lào,5
往返,往返,wǎngfǎn,5
返,返,fǎn,5
危害,危害,wēihài,5
威胁,威脅,wēixié,5
威,威,wēi,5
胁,脅,xié/xiàn/xī,5
微笑,微笑,wēixiào,5
违反,違反,wéifǎn,5
违,違,wéi/huí,5
围巾,圍巾,wéijīn,5
围绕,圍繞,wéirào,5
唯一,唯一,wéiyī,5
唯,唯,wéi/wěi,5
维修,維修,wéixiū,5
维,維,wéi/yí,5
伟大,偉大,wěidà,5
伟,偉,wěi,5
尾巴,尾巴,wěiba,5
尾,尾,wěi/yǐ,5
巴,巴,ba/bā,5
委屈,委屈,wěiqu,5
委,委,wěi/wēi/wèi,5
屈,屈,qū/qu/jué/què/jú,5
未必,未必,wèibì,5
未,未,wèi,5
未来,未來,wèilái,5
位于,位于,wèiyú,5
位置,位置,wèizhi,5
置,置,zhì/zhi,5
胃,胃,wèi,5
胃口,胃口,wèikǒu,5
温暖,溫暖,wēnnuǎn,5
温柔,溫柔,wēnróu,5
柔,柔,róu,5
文件,文件,wénjiàn,5
文具,文具,wénjù,5
文明,文明,wénmíng,5
文学,文學,wénxué,5
文字,文字,wénzì,5
吻,吻,wěn,5
稳定,穩定,wěndìng,5
稳,穩,wěn,5
问候,問候,wènhòu,5
卧室,臥室,wòshì,5
卧,臥,wò,5
握手,握手,wò shǒu,5
屋子,屋子,wūzi,5
屋,屋,wū,5
无奈,無奈,wúnài,5
奈,奈,nài,5
无数,無數,wúshù,5
无所谓,無所謂,wúsuǒwèi,5
谓,謂,wèi,5
武术,武術,wǔshù,5
武,武,wǔ,5
勿,勿,wù,5
物理,物理,wùlǐ,5
物质,物質,wùzhì,5
雾,霧,wù,5
吸取,吸取,xīqǔ,5
吸收,吸收,xīshōu,5
戏剧,戲劇,xìjù,5
系统,系統,xìtǒng,5
细节,細節,xìjié,5
瞎,瞎,xiā,5
下载,下載,xiàzǎi,5
载,載,zài/zǎi/dài/zāi/zī,5
吓,嚇,xià,5
夏令营,夏令營,xiàlìngyíng,5
鲜艳,鮮豔,xiānyàn,5
艳,豔,yàn,5
显得,顯得,xiǎnde,5
显然,顯然,xiǎnrán,5
显示,顯示,xiǎnshì,5
县,縣,xiàn,5
现代,現代,xiàndài,5
现实,現實,xiànshí,5
现象,現象,xiànxiàng,5
限制,限制,xiànzhì,5
限,限,xiàn/wěn,5
相处,相處,xiāngchǔ,5
相当,相當,xiāngdāng,5
相对,相對,xiāngduì,5
相关,相關,xiāngguān,5
相似,相似,xiāngsì,5
香肠,香腸,xiāngcháng,5
肠,腸,cháng,5
享受,享受,xiǎngshòu,5
享,享,xiǎng,5
想念,想念,xiǎngniàn,5
想象,想象,xiǎngxiàng,5
项,項,xiàng,5
项链,項鏈,xiàngliàn,5
链,鏈,liàn/lián,5
项目,項目,xiàngmù,5
象棋,象棋,xiàngqí,5
棋,棋,qí/jī,5
象征,象征,xiàngzhēng,5
消费,消費,xiāofèi,5
消化,消化,xiāohuà,5
消极,消極,xiāojí,5
消失,消失,xiāoshī,5
销售,銷售,xiāoshòu,5
销,銷,xiāo,5
小麦,小麥,xiǎomài,5
小气,小氣,xiǎoqì,5
孝顺,孝順,xiàoshùn,5
孝,孝,xiào,5
效率,效率,xiàolǜ,5
歇,歇,xiē,5
斜,斜,xié,5
写作,寫作,xiězuò,5
血,血,xuè,5
心理,心理,xīnlǐ,5
心脏,心髒,xīnzàng,5
欣赏,欣賞,xīnshǎng,5
欣,欣,xīn,5
赏,賞,shǎng,5
信号,信號,xìnhào,5
信任,信任,xìnrèn,5
行动,行動,xíngdòng,5
行人,行人,xíngrén,5
行为,行爲,xíngwéi,5
形成,形成,xíngchéng,5
形,形,xíng/xing,5
形容,形容,xíngróng,5
形式,形式,xíngshì,5
形势,形勢,xíngshì,5
形象,形象,xíngxiàng,5
形状,形狀,xíngzhuàng,5
状,狀,zhuàng,5
幸亏,幸虧,xìngkuī,5
幸运,幸運,xìngyùn,5
性质,性質,xìngzhì,5
兄弟,兄弟,xiōngdì,5
兄,兄,xiōng/xiong/kuàng,5
胸,胸,xiōng,5
休闲,休閑,xiūxián,5
修改,修改,xiūgǎi,5
虚心,虛心,xūxīn,5
叙述,敘述,xùshù,5
叙,敘,xù,5
述,述,shù,5
宣布,宣布,xuānbù,5
宣,宣,xuān,5
宣传,宣傳,xuānchuán,5
学历,學曆,xuélì,5
学术,學術,xuéshù,5
学问,學問,xuéwen,5
寻找,尋找,xúnzhǎo,5
寻,尋,xún/xín,5
询问,詢問,xúnwèn,5
询,詢,xún,5
训练,訓練,xùnliàn,5
迅速,迅速,xùnsù,5
迅,迅,xùn,5
押金,押金,yājīn,5
押,押,yā/xiá/jiǎ,5
牙齿,牙齒,yáchǐ,5
齿,齒,chǐ,5
延长,延長,yáncháng,5
延,延,yán,5
严肃,嚴肅,yánsù,5
肃,肅,sù,5
演讲,演講,yǎnjiǎng,5
宴会,宴會,yànhuì,5
宴,宴,yàn,5
阳台,陽台,yángtái,5
痒,癢,yǎng,5
样式,樣式,yàngshì,5
腰,腰,yāo,5
摇,搖,yáo,5
咬,咬,yǎo,5
要不,要不,yàobù,5
业务,業務,yèwù,5
业余,業余,yèyú,5
一辈子,一輩子,yíbèizi,5
辈,輩,bèi,5
一旦,一旦,yídàn,5
旦,旦,dàn,5
一律,一律,yílǜ,5
一再,一再,yízài,5
一致,一致,yízhì,5
依然,依然,yīrán,5
依,依,yī/yǐ,5
移动,移動,yídòng,5
移,移,yí/chǐ/yì,5
移民,移民,yímín,5
遗憾,遺憾,yíhàn,5
遗,遺,yí/wèi/suí,5
憾,憾,hàn/dàn,5
疑问,疑問,yíwèn,5
乙,乙,yǐ,5
以及,以及,yǐjí,5
以来,以來,yǐlái,5
亿,億,yì,5
义务,義務,yìwù,5
义,義,yì/yí/xī,5
议论,議論,yìlùn,5
意外,意外,yìwài,5
意义,意義,yìyì,5
因而,因而,yīn'ér,5
因素,因素,yīnsù,5
素,素,sù,5
印刷,印刷,yìnshuā,5
英俊,英俊,yīngjùn,5
英,英,yīng/yāng,5
俊,俊,jùn/shùn/dūn,5
英雄,英雄,yīngxióng,5
雄,雄,xióng,5
迎接,迎接,yíngjiē,5
营养,營養,yíngyǎng,5
营业,營業,yíngyè,5
影子,影子,yǐngzi,5
应付,應付,yìngfu,5
应用,應用,yìngyòng,5
硬,硬,yìng,5
硬件,硬件,yìngjiàn,5
拥抱,擁抱,yōngbào,5
拥,擁,yōng,5
拥挤,擁擠,yōngjǐ,5
挤,擠,jǐ,5
勇气,勇氣,yǒngqì,5
用功,用功,yòng gōng,5
用途,用途,yòngtú,5
优惠,優惠,yōuhuì,5
惠,惠,huì,5
优美,優美,yōuměi,5
优势,優勢,yōushì,5
悠久,悠久,yōujiǔ,5
悠,悠,yōu,5
犹豫,猶豫,yóuyù,5
犹,猶,yóu/yáo,5
豫,豫,yù/xiè/shū,5
油炸,油炸,yóuzhá,5
炸,炸,zhà/zhá,5
游览,遊覽,yóulǎn,5
有利,有利,yǒulì,5
幼儿园,幼兒園,yòu'éryuán,5
幼,幼,yòu/yào,5
娱乐,娛樂,yúlè,5
娱,娛,yú,5
与其,與其,yǔqí,5
语气,語氣,yǔqì,5
玉米,玉米,yùmǐ,5
玉,玉,yù,5
预报,預報,yùbào,5
预订,預訂,yùdìng,5
订,訂,dìng,5
预防,預防,yùfáng,5
防,防,fáng,5
元旦,元旦,yuándàn,5
员工,員工,yuángōng,5
原料,原料,yuánliào,5
