Simplified,Traditional,Pinyin,HSK Grade
氓,氓,máng/méng,6
流通,流通,liútōng,6
聋哑,聾啞,lóngyǎ,6
聋,聾,lóng,6
哑,啞,yǎ/è/yā,6
隆重,隆重,lóngzhòng,6
隆,隆,lóng/lōng,6
垄断,壟斷,lǒngduàn,6
垄,壟,lǒng,6
笼罩,籠罩,lǒngzhào,6
罩,罩,zhào,6
搂,摟,lǒu,6
炉灶,爐竈,lúzào,6
炉,爐,lú,6
灶,竈,zào,6
屡次,屢次,lǚcì,6
屡,屢,lǚ,6
履行,履行,lǚxíng,6
履,履,lǚ,6
掠夺,掠奪,lüèduó,6
掠,掠,è/lüè/lüě,6
夺,奪,duó/duì,6
轮船,輪船,lúnchuán,6
轮廓,輪廓,lúnkuò,6
廓,廓,kuò,6
轮胎,輪胎,lúntāi,6
胎,胎,tāi,6
论坛,論壇,lùntán,6
坛,壇,tán/shàn/dàn/tǎn,6
论证,論證,lùnzhèng,6
啰唆,啰唆,luōsuo,6
啰,啰,luō,6
唆,唆,suō/shuà,6
络绎不绝,絡繹不絕,luòyìbùjué,6
绎,繹,yì/shì,6
落成,落成,luòchéng,6
落实,落實,luòshí,6
麻痹,麻痹,mábì,6
痹,痹,bì,6
麻木,麻木,mámù,6
麻醉,麻醉,mázuì,6
码头,碼頭,mǎtou,6
蚂蚁,螞蟻,mǎyǐ,6
蚂,螞,mǎ/mā/mà,6
蚁,蟻,yǐ/jǐ,6
嘛,嘛,"ma, má",6
埋伏,埋伏,máifu,6
埋,埋,mái/mán,6
伏,伏,fú/fù,6
埋没,埋沒,máimò,6
埋葬,埋葬,máizàng,6
葬,葬,zàng,6
脉搏,脈搏,màibó,6
埋怨,埋怨,mányuàn,6
蔓延,蔓延,mànyán,6
蔓,蔓,màn/wàn/mán,6
漫长,漫長,màncháng,6
漫画,漫畫,mànhuà,6
慢性,慢性,mànxìng,6
忙碌,忙碌,mánglù,6
碌,碌,lù/luò/liù,6
盲目,盲目,mángmù,6
盲,盲,máng,6
茫茫,茫茫,mángmáng,6
茫,茫,máng/māng/huǎng,6
茫然,茫然,mángrán,6
茂盛,茂盛,màoshèng,6
茂,茂,mào,6
冒充,冒充,màochōng,6
冒犯,冒犯,màofàn,6
枚,枚,méi,6
媒介,媒介,méijiè,6
美观,美觀,měiguān,6
美满,美滿,měimǎn,6
美妙,美妙,měimiào,6
萌芽,萌芽,méngyá,6
萌,萌,méng/míng,6
芽,芽,yá,6
猛烈,猛烈,měngliè,6
猛,猛,měng,6
眯,眯,mī,6
弥补,彌補,míbǔ,6
弥,彌,mí/mǐ/ní,6
弥漫,彌漫,mímàn,6
迷惑,迷惑,míhuò,6
惑,惑,huò/huo,6
迷人,迷人,mírén,6
迷信,迷信,míxìn,6
谜语,謎語,míyǔ,6
谜,謎,mí,6
密度,密度,mìdù,6
密封,密封,mìfēng,6
棉花,棉花,miánhua,6
棉,棉,mián,6
免得,免得,miǎnde,6
免疫,免疫,miǎnyì,6
疫,疫,yì,6
勉励,勉勵,miǎnlì,6
勉,勉,miǎn,6
勉强,勉強,miǎnqiǎng,6
面貌,面貌,miànmào,6
面子,面子,miànzi,6
描绘,描繪,miáohuì,6
绘,繪,huì/guì,6
瞄准,瞄准,miáozhǔn,6
瞄,瞄,miáo,6
渺小,渺小,miǎoxiǎo,6
渺,渺,miǎo,6
藐视,藐視,miǎoshì,6
藐,藐,miǎo/mò,6
灭亡,滅亡,mièwáng,6
亡,亡,wáng/wú,6
蔑视,蔑視,mièshì,6
蔑,蔑,miè,6
民间,民間,mínjiān,6
民主,民主,mínzhǔ,6
敏捷,敏捷,mǐnjié,6
捷,捷,jié/qiè/chā,6
敏锐,敏銳,mǐnruì,6
名次,名次,míngcì,6
名额,名額,míng'é,6
名副其实,名副其實,míng fù qí shí,6
名誉,名譽,míngyù,6
誉,譽,yù,6
明明,明明,míngmíng,6
明智,明智,míngzhì,6
命名,命名,mìngmíng,6
摸索,摸索,mōsuǒ,6
模范,模範,mófàn,6
模式,模式,móshì,6
模型,模型,móxíng,6
膜,膜,mó,6
摩擦,摩擦,mócā,6
磨合,磨合,móhé,6
磨,磨,mó/mo/mò,6
魔鬼,魔鬼,móguǐ,6
魔,魔,mó,6
魔术,魔術,móshù,6
抹杀,抹殺,mǒshā,6
抹,抹,mǒ/mā/mò,6
莫名其妙,莫名其妙,mòmíngqímiào,6
莫,莫,mò/mo/mù,6
墨水儿,墨水兒,mòshuǐer,6
墨,墨,mò/mèi,6
默默,默默,mòmò,6
谋求,謀求,móuqiú,6
模样,模樣,múyàng,6
母语,母語,mǔyǔ,6
目睹,目睹,mùdǔ,6
睹,睹,dǔ,6
目光,目光,mùguāng,6
沐浴,沐浴,mùyù,6
沐,沐,mù,6
浴,浴,yù,6
拿手,拿手,náshǒu,6
纳闷儿,納悶兒,nà mènr,6
耐用,耐用,nàiyòng,6
南辕北辙,南轅北轍,nányuánběizhé,6
辕,轅,yuán,6
辙,轍,zhé,6
难得,難得,nándé,6
难堪,難堪,nánkān,6
难能可贵,難能可貴,nánnéngkěguì,6
恼火,惱火,nǎohuǒ,6
内涵,內涵,nèihán,6
涵,涵,hán/hàn,6
内幕,內幕,nèimù,6
内在,內在,nèizài,6
能量,能量,néngliàng,6
拟定,擬定,nǐdìng,6
拟,擬,nǐ,6
逆行,逆行,nìxíng,6
逆,逆,nì,6
年度,年度,niándù,6
捏,捏,niē,6
凝固,凝固,nínggù,6
凝,凝,níng,6
凝聚,凝聚,níngjù,6
凝视,凝視,níngshì,6
拧,擰,níng,6
宁肯,甯肯,nìngkěn,6
宁愿,甯願,nìngyuàn,6
扭转,扭轉,niǔzhuǎn,6
纽扣儿,紐扣兒,niǔkòur,6
纽,紐,niǔ,6
农历,農曆,nónglì,6
浓厚,濃厚,nónghòu,6
奴隶,奴隸,núlì,6
奴,奴,nú,6
隶,隸,lì,6
虐待,虐待,nüèdài,6
虐,虐,nüè,6
挪,挪,nuó,6
哦,哦,ò,6
殴打,毆打,ōudǎ,6
殴,毆,ōu/kōu/qū,6
呕吐,嘔吐,ǒutù,6
呕,嘔,ōu/ǒu/òu/xū/chū/ou,6
偶像,偶像,ǒuxiàng,6
趴,趴,pā,6
排斥,排斥,páichì,6
斥,斥,chì/chè/zhè,6
排除,排除,páichú,6
排放,排放,páifàng,6
排练,排練,páiliàn,6
徘徊,徘徊,páihuái,6
徘,徘,pái,6
徊,徊,huái/huí,6
派别,派別,pàibié,6
派遣,派遣,pàiqiǎn,6
遣,遣,qiǎn/qiàn,6
攀登,攀登,pāndēng,6
攀,攀,pān,6
盘旋,盤旋,pánxuán,6
旋,旋,xuán/xuàn,6
判决,判決,pànjué,6
畔,畔,pàn,6
庞大,龐大,pángdà,6
庞,龐,páng/lóng,6
抛弃,抛棄,pāoqì,6
抛,抛,pāo,6
泡沫,泡沫,pàomò,6
沫,沫,mò/mo,6
培育,培育,péiyù,6
配备,配備,pèibèi,6
配偶,配偶,pèi'ǒu,6
配套,配套,pèi tào,6
盆地,盆地,péndì,6
烹饪,烹饪,pēngrèn,6
烹,烹,pēng,6
饪,饪,rèn,6
批发,批發,pīfā,6
批判,批判,pīpàn,6
劈,劈,pī,6
皮革,皮革,pígé,6
疲惫,疲憊,píbèi,6
惫,憊,bèi,6
疲倦,疲倦,píjuàn,6
倦,倦,juàn,6
屁股,屁股,pìgu,6
屁,屁,pì,6
譬如,譬如,pìrú,6
譬,譬,pì,6
偏差,偏差,piānchā,6
偏,偏,piān,6
偏见,偏見,piānjiàn,6
偏僻,偏僻,piānpì,6
僻,僻,pì,6
偏偏,偏偏,piānpiān,6
片断,片斷,piànduàn,6
片刻,片刻,piànkè,6
漂浮,漂浮,piāofú,6
浮,浮,fú,6
飘扬,飄揚,piāoyáng,6
撇,撇,piě,6
拼搏,拼搏,pīnbó,6
拼命,拼命,pīn mìng,6
贫乏,貧乏,pínfá,6
贫,貧,pín,6
贫困,貧困,pínkùn,6
频繁,頻繁,pínfán,6
频率,頻率,pínlǜ,6
品尝,品嘗,pǐncháng,6
品德,品德,pǐndé,6
品质,品質,pǐnzhì,6
品种,品種,pǐnzhǒng,6
平凡,平凡,píngfán,6
平面,平面,píngmiàn,6
平坦,平坦,píngtǎn,6
平行,平行,píngxíng,6
平庸,平庸,píngyōng,6
庸,庸,yōng/yóng,6
平原,平原,píngyuán,6
评估,評估,pínggū,6
评论,評論,pínglùn,6
屏幕,屏幕,píngmù,6
屏,屏,píng/bǐng/bìng/bīng,6
屏障,屏障,píngzhàng,6
坡,坡,pō,6
颇,頗,pō,6
迫不及待,迫不及待,pòbùjídài,6
迫害,迫害,pòhài,6
破例,破例,pòlì,6
魄力,魄力,pòlì,6
魄,魄,pò/bó/tuò,6
扑,撲,pū,6
铺,鋪,"pù, pū",6
朴实,樸實,pǔshí,6
朴,樸,pǔ/pú,6
朴素,樸素,pǔsù,6
普及,普及,pǔjí,6
瀑布,瀑布,pùbù,6
瀑,瀑,pù/bào/bó,6
凄凉,淒涼,qīliáng,6
凄,淒,qī/qiàn,6
期望,期望,qīwàng,6
期限,期限,qīxiàn,6
欺负,欺負,qīfu,6
欺,欺,qī,6
欺骗,欺騙,qīpiàn,6
齐全,齊全,qíquán,6
齐心协力,齊心協力,qíxīnxiélì,6
协,協,xié,6
奇妙,奇妙,qímiào,6
歧视,歧視,qíshì,6
旗袍,旗袍,qípáo,6
旗,旗,qí,6
袍,袍,páo/bào,6
旗帜,旗幟,qízhì,6
帜,幟,zhì,6
乞丐,乞丐,qǐgài,6
乞,乞,qǐ/qì,6
丐,丐,gài,6
岂有此理,豈有此理,qǐ yǒu cǐ lǐ,6
岂,豈,qǐ/kǎi,6
企图,企圖,qǐtú,6
启程,啓程,qǐchéng,6
启蒙,啓蒙,qǐméng,6
蒙,蒙,méng/mēng/měng,6
启示,啓示,qǐshì,6
启事,啓事,qǐshì,6
起草,起草,qǐ cǎo,6
起初,起初,qǐchū,6
起伏,起伏,qǐfú,6
起哄,起哄,qǐ hòng,6
起码,起碼,qǐmǎ,6
起源,起源,qǐyuán,6
气概,氣概,qìgài,6
气功,氣功,qìgōng,6
气魄,氣魄,qìpò,6
气色,氣色,qìsè,6
气势,氣勢,qìshì,6
气味,氣味,qìwèi,6
气象,氣象,qìxiàng,6
气压,氣壓,qìyā,6
气质,氣質,qìzhì,6
迄今为止,迄今爲止,qìjīnwéizhǐ,6
迄,迄,qì,6
器材,器材,qìcái,6
器官,器官,qìguān,6
掐,掐,qiā,6
洽谈,洽談,qiàtán,6
洽,洽,qià/hé,6
恰当,恰當,qiàdàng,6
恰,恰,qià,6
恰到好处,恰到好處,qià dào hǎo chù,6
恰巧,恰巧,qiàqiǎo,6
千方百计,千方百計,qiān fāng bǎi jì,6
迁就,遷就,qiānjiù,6
迁徙,遷徙,qiānxǐ,6
徙,徙,xǐ/sī,6
牵,牽,qiān,6
牵扯,牽扯,qiānchě,6
扯,扯,chě/che,6
牵制,牽制,qiānzhì,6
谦逊,謙遜,qiānxùn,6
逊,遜,xùn,6
签署,簽署,qiānshǔ,6
前景,前景,qiánjǐng,6
前提,前提,qiántí,6
潜力,潛力,qiánlì,6
潜,潛,qián,6
潜水,潛水,qiánshuǐ,6
潜移默化,潛移默化,qiányímòhuà,6
谴责,譴責,qiǎnzé,6
谴,譴,qiǎn,6
强制,強制,qiángzhì,6
抢劫,搶劫,qiǎngjié,6
劫,劫,jié,6
抢救,搶救,qiǎngjiù,6
强迫,強迫,qiǎngpò,6
桥梁,橋梁,qiáoliáng,6
梁,梁,liáng/liang,6
窍门,竅門,qiàomén,6
窍,竅,qiào,6
翘,翹,qiào,6
切实,切實,qièshí,6
锲而不舍,锲而不舍,qiè'érbùshě,6
锲,锲,qiè,6
钦佩,欽佩,qīnpèi,6
钦,欽,qīn/qìn/yín,6
侵犯,侵犯,qīnfàn,6
侵,侵,qīn/qǐn,6
侵略,侵略,qīnlüè,6
亲密,親密,qīnmì,6
亲热,親熱,qīnrè,6
勤俭,勤儉,qínjiǎn,6
俭,儉,jiǎn,6
勤劳,勤勞,qínláo,6
倾听,傾聽,qīngtīng,6
倾,傾,qīng/qǐng,6
倾向,傾向,qīngxiàng,6
倾斜,傾斜,qīngxié,6
清澈,清澈,qīngchè,6
澈,澈,chè,6
清晨,清晨,qīngchén,6
清除,清除,qīngchú,6
清洁,清潔,qīngjié,6
清理,清理,qīnglǐ,6
清晰,清晰,qīngxī,6
晰,晰,xī,6
清醒,清醒,qīngxǐng,6
清真,清真,qīngzhēn,6
情报,情報,qíngbào,6
情节,情節,qíngjié,6
情理,情理,qínglǐ,6
情形,情形,qíngxing,6
晴朗,晴朗,qínglǎng,6
请柬,請柬,qǐngjiǎn,6
柬,柬,jiǎn,6
请教,請教,qǐngjiào,6
请示,請示,qǐngshì,6
请帖,請帖,qǐngtiě,6
帖,帖,tiè/tiě/tiē,6
丘陵,丘陵,qiūlíng,6
丘,丘,qiū,6
陵,陵,líng,6
区分,區分,qūfēn,6
区域,區域,qūyù,6
曲折,曲折,qūzhé,6
曲,曲,qū/qǔ,6
驱逐,驅逐,qūzhú,6
驱,驅,qū,6
屈服,屈服,qūfú,6
渠道,渠道,qúdào,6
渠,渠,qú/jù,6
曲子,曲子,qǔzi,6
取缔,取締,qǔdì,6
缔,締,dì,6
趣味,趣味,qùwèi,6
圈套,圈套,quāntào,6
权衡,權衡,quánhéng,6
权威,權威,quánwēi,6
全局,全局,quánjú,6
全力以赴,全力以赴,quán lì yǐ fù,6
赴,赴,fù,6
拳头,拳頭,quántou,6
犬,犬,quǎn,6
缺口,缺口,quēkǒu,6
缺席,缺席,quē xí,6
缺陷,缺陷,quēxiàn,6
陷,陷,xiàn,6
瘸,瘸,qué,6
确保,確保,quèbǎo,6
确立,確立,quèlì,6
确切,確切,quèqiè,6
确信,確信,quèxìn,6
群众,群衆,qúnzhòng,6
嚷,嚷,rǎng,6
让步,讓步,ràng bù,6
饶恕,饒恕,ráoshù,6
饶,饒,ráo,6
恕,恕,shù,6
扰乱,擾亂,rǎoluàn,6
惹祸,惹禍,rěhuò,6
惹,惹,rě/ruò,6
祸,禍,huò,6
热泪盈眶,熱淚盈眶,rè lèi yíng kuàng,6
盈,盈,yíng,6
眶,眶,kuàng,6
热门,熱門,rèmén,6
人道,人道,réndào,6
人格,人格,réngé,6
人工,人工,réngōng,6
人家,人家,rénjiā,6
人间,人間,rénjiān,6
人士,人士,rénshì,6
人为,人爲,rénwéi,6
人性,人性,rénxìng,6
人质,人質,rénzhì,6
仁慈,仁慈,réncí,6
仁,仁,rén,6
忍耐,忍耐,rěnnài,6
忍受,忍受,rěnshòu,6
认定,認定,rèndìng,6
认可,認可,rènkě,6
任命,任命,rènmìng,6
任性,任性,rènxìng,6
任意,任意,rènyì,6
任重道远,任重道遠,rènzhòngdàoyuǎn,6
仍旧,仍舊,réngjiù,6
日新月异,日新月異,rìxīnyuèyì,6
日益,日益,rìyì,6
荣幸,榮幸,róngxìng,6
荣誉,榮譽,róngyù,6
容貌,容貌,róngmào,6
容纳,容納,róngnà,6
容器,容器,róngqì,6
容忍,容忍,róngrěn,6
溶解,溶解,róngjiě,6
溶,溶,róng,6
融化,融化,rónghuà,6
融洽,融洽,róngqià,6
柔和,柔和,róuhé,6
揉,揉,róu,6
儒家,儒家,rújiā,6
儒,儒,rú,6
若干,若幹,ruògān,6
若,若,ruò/ré/rè,6
弱点,弱點,ruòdiǎn,6
撒谎,撒謊,sā huǎng,6
撒,撒,sā/sǎ,6
谎,謊,huǎng,6
散文,散文,sǎnwén,6
散布,散布,sànbù,6
散发,散發,sànfā,6
丧失,喪失,sàngshī,6
骚扰,騷擾,sāorǎo,6
嫂子,嫂子,sǎozi,6
嫂,嫂,sǎo/sao,6
刹车,刹車,shā chē,6
啥,啥,shá,6
筛选,篩選,shāixuǎn,6
筛,篩,shāi/shī,6
山脉,山脈,shānmài,6
闪烁,閃爍,shǎnshuò,6
烁,爍,shuò/luò/yuè,6
擅长,擅長,shàncháng,6
擅,擅,shàn,6
擅自,擅自,shànzì,6
伤脑筋,傷腦筋,shāng nǎojīn,6
筋,筋,jīn/qián,6
商标,商標,shāngbiāo,6
上级,上級,shàngjí,6
上进,上進,shàngjìn,6
上任,上任,shàng rèn,6
上瘾,上瘾,shàngyǐn,6
上游,上遊,shàngyóu,6
尚且,尚且,shàngqiě,6
捎,捎,shāo,6
梢,梢,shāo,6
哨,哨,shào,6
奢侈,奢侈,shēchǐ,6
奢,奢,shē,6
侈,侈,chǐ,6
舌头,舌頭,shétou,6
舌,舌,shé/guā,6
设立,設立,shèlì,6
设想,設想,shèxiǎng,6
设置,設置,shèzhì,6
社区,社區,shèqū,6
涉及,涉及,shèjí,6
摄氏度,攝氏度,shèshìdù,6
氏,氏,shì/zhī/jīng,6
申报,申報,shēnbào,6
呻吟,呻吟,shēnyín,6
呻,呻,shēn,6
吟,吟,yín/yǐn/jìn,6
绅士,紳士,shēnshì,6
绅,紳,shēn,6
深奥,深奧,shēn'ào,6
深沉,深沈,shēnchén,6
深情厚谊,深情厚誼,shēnqínghòuyì,6
神经,神經,shénjīng,6
神奇,神奇,shénqí,6
神气,神氣,shénqì,6
神圣,神聖,shénshèng,6
圣,聖,shèng,6
神态,神態,shéntài,6
神仙,神仙,shénxiān,6
仙,仙,xian/xiān/xiǎn,6
审查,審查,shěnchá,6
审,審,shěn/pán,6
审理,審理,shěnlǐ,6
审美,審美,shěnměi,6
审判,審判,shěnpàn,6
渗透,滲透,shèntòu,6
渗,滲,shèn/sēn/qīn/lín,6
慎重,慎重,shènzhòng,6
生存,生存,shēngcún,6
生机,生機,shēngjī,6
生理,生理,shēnglǐ,6
生疏,生疏,shēngshū,6
疏,疏,shū,6
生态,生態,shēngtài,6
生物,生物,shēngwù,6
生肖,生肖,shēngxiào,6
肖,肖,xiào/xiāo,6
生效,生效,shēng xiào,6
生锈,生鏽,shēngxiù,6
锈,鏽,xiù,6
生育,生育,shēngyù,6
声明,聲明,shēngmíng,6
声势,聲勢,shēngshì,6
声誉,聲譽,shēngyù,6
牲畜,牲畜,shēngchù,6
牲,牲,shēng,6
畜,畜,chù/xù,6
省会,省會,shěnghuì,6
胜负,勝負,shèngfù,6
盛产,盛産,shèngchǎn,6
盛开,盛開,shèngkāi,6
盛情,盛情,shèngqíng,6
盛行,盛行,shèngxíng,6
尸体,屍體,shītǐ,6
尸,屍,shī/shì,6
失事,失事,shī shì,6
失误,失誤,shīwù,6
失踪,失蹤,shī zōng,6
师范,師範,shīfàn,6
施加,施加,shījiā,6
施展,施展,shīzhǎn,6
十足,十足,shízú,6
石油,石油,shíyóu,6
时常,時常,shícháng,6
时而,時而,shí'ér,6
时光,時光,shíguāng,6
时机,時機,shíjī,6
时事,時事,shíshì,6
识别,識別,shíbié,6
实惠,實惠,shíhuì,6
实力,實力,shílì,6
实施,實施,shíshī,6
实事求是,實事求是,shí shì qiú shì,6
实行,實行,shíxíng,6
实质,實質,shízhì,6
使命,使命,shǐmìng,6
示范,示範,shìfàn,6
示威,示威,shìwēi,6
示意,示意,shìyì,6
世代,世代,shìdài,6
势必,勢必,shìbì,6
势力,勢力,shìli,6
事故,事故,shìgù,6
事迹,事迹,shìjì,6
事件,事件,shìjiàn,6
事态,事態,shìtài,6
事务,事務,shìwù,6
事项,事項,shìxiàng,6
事业,事業,shìyè,6
试图,試圖,shìtú,6
试验,試驗,shìyàn,6
视力,視力,shìlì,6
视频,視頻,shìpín,6
视线,視線,shìxiàn,6
视野,視野,shìyě,6
野,野,yě/shù,6
是非,是非,shìfēi,6
适宜,適宜,shìyí,6
逝世,逝世,shìshì,6
逝,逝,shì,6
释放,釋放,shìfàng,6
收藏,收藏,shōucáng,6
收缩,收縮,shōusuō,6
收益,收益,shōuyì,6
收音机,收音機,shōuyīnjī,6
手法,手法,shǒufǎ,6
手势,手勢,shǒushì,6
手艺,手藝,shǒuyì,6
守护,守護,shǒuhù,6
首饰,首飾,shǒushì,6
首要,首要,shǒuyào,6
受罪,受罪,shòuzuì,6
授予,授予,shòuyǔ,6
书法,書法,shūfǎ,6
书籍,書籍,shūjí,6
书记,書記,shūji,6
书面,書面,shūmiàn,6
舒畅,舒暢,shūchàng,6
疏忽,疏忽,shūhu,6
疏远,疏遠,shūyuǎn,6
束缚,束縛,shùfù,6
缚,縛,fù,6
树立,樹立,shùlì,6
竖,豎,shù,6
数额,數額,shù'é,6
耍,耍,shuǎ,6
衰老,衰老,shuāilǎo,6
衰,衰,shuāi/suō/cuī,6
衰退,衰退,shuāituì,6
率领,率領,shuàilǐng,6
涮火锅,涮火鍋,shuànhuǒguō,6
涮,涮,shuàn/shuā,6
双胞胎,雙胞胎,shuāngbāotāi,6
胞,胞,bāo/páo/pào,6
爽快,爽快,shuǎngkuài,6
爽,爽,shuǎng/shuāng,6
水利,水利,shuǐlì,6
水龙头,水龍頭,shuǐlóngtóu,6
水泥,水泥,shuǐní,6
泥,泥,ní/nì/nǐ/niè/nìng,6
瞬间,瞬間,shùnjiān,6
瞬,瞬,shùn,6
司法,司法,sīfǎ,6
司令,司令,sīlìng,6
私自,私自,sīzì,6
思念,思念,sīniàn,6
思索,思索,sīsuǒ,6
思维,思維,sīwéi,6
斯文,斯文,sīwen,6
斯,斯,sī/shǐ,6
死亡,死亡,sǐwáng,6
四肢,四肢,sìzhī,6
肢,肢,zhī/shì,6
寺庙,寺廟,sìmiào,6
寺,寺,sì/shì,6
庙,廟,miào,6
饲养,飼養,sìyǎng,6
饲,飼,sì,6
肆无忌惮,肆無忌憚,sìwújìdàn,6
惮,憚,dàn/dá/chǎn,6
耸,聳,sǒng,6
艘,艘,sōu,6
苏醒,蘇醒,sūxǐng,6
苏,蘇,sū,6
俗话,俗話,súhuà,6
诉讼,訴訟,sùsòng,6
讼,訟,sòng,6
素食,素食,sùshí,6
素质,素質,sùzhì,6
塑造,塑造,sùzào,6
算数,算數,suànshù,6
随即,隨即,suíjí,6
随意,隨意,suíyì,6
岁月,歲月,suìyuè,6
隧道,隧道,suìdào,6
隧,隧,suì/zhuì,6
损坏,損壞,sǔnhuài,6
索取,索取,suǒqǔ,6
索性,索性,suǒxìng,6
塌,塌,tā,6
踏实,踏實,tāshi,6
塔,塔,tǎ,6
台风,台風,táifēng,6
太空,太空,tàikōng,6
泰斗,泰鬥,tàidǒu,6
泰,泰,tài,6
贪婪,貪婪,tānlán,6
贪,貪,tān,6
婪,婪,lán/lǎn,6
贪污,貪汙,tānwū,6
摊,攤,tān,6
瘫痪,癱瘓,tānhuàn,6
瘫,癱,tān,6
痪,瘓,huàn,6
弹性,彈性,tánxìng,6
坦白,坦白,tǎnbái,6
叹气,歎氣,tàn qì,6
叹,歎,tàn,6
探测,探測,tàncè,6
探索,探索,tànsuǒ,6
探讨,探討,tàntǎo,6
探望,探望,tànwàng,6
倘若,倘若,tǎngruò,6
倘,倘,tǎng/cháng,6
掏,掏,tāo,6
滔滔不绝,滔滔不絕,tāotāo bù jué,6
滔,滔,tāo,6
陶瓷,陶瓷,táocí,6
陶,陶,táo/yáo/dào,6
瓷,瓷,cí,6
陶醉,陶醉,táozuì,6
淘汰,淘汰,táotài,6
汰,汰,tài,6
讨好,討好,tǎohǎo,6
特长,特長,tècháng,6
特定,特定,tèdìng,6
特意,特意,tèyì,6
提拔,提拔,tíbá,6
提炼,提煉,tíliàn,6
提示,提示,tíshì,6
提议,提議,tíyì,6
题材,題材,tícái,6
体裁,體裁,tǐcái,6
体积,體積,tǐjī,6
体谅,體諒,tǐliàng,6
体面,體面,tǐmiàn,6
体系,體系,tǐxì,6
天才,天才,tiāncái,6
天赋,天賦,tiānfù,6
天伦之乐,天倫之樂,tiānlúnzhīlè,6
伦,倫,lún,6
天然气,天然氣,tiānránqì,6
天生,天生,tiānshēng,6
天堂,天堂,tiāntáng,6
堂,堂,táng/tang,6
天文,天文,tiānwén,6
田径,田徑,tiánjìng,6
田,田,tián,6
径,徑,jìng/jīng,6
田野,田野,tiányě,6
舔,舔,tiǎn,6
挑剔,挑剔,tiāoti,6
剔,剔,tī/tì,6
条款,條款,tiáokuǎn,6
条理,條理,tiáolǐ,6
条约,條約,tiáoyuē,6
调和,調和,tiáohé,6
调剂,調劑,tiáojì,6
剂,劑,jì,6
调节,調節,tiáojié,6
调解,調解,tiáojiě,6
调料,調料,tiáoliào,6
挑拨,挑撥,tiǎobō,6
挑衅,挑釁,tiǎoxìn,6
衅,釁,xìn,6
跳跃,跳躍,tiàoyuè,6
亭子,亭子,tíngzi,6
亭,亭,tíng,6
停泊,停泊,tíngbó,6
停顿,停頓,tíngdùn,6
停滞,停滯,tíngzhì,6
滞,滯,zhì/chì,6
挺拔,挺拔,tǐngbá,6
通货膨胀,通貨膨脹,tōnghuò péngzhàng,6
膨,膨,péng/pèng,6
胀,脹,zhàng/cháng,6
通缉,通緝,tōngjī,6
缉,緝,jī/qì/qī/jí,6
通俗,通俗,tōngsú,6
通讯,通訊,tōngxùn,6
讯,訊,xùn,6
通用,通用,tōngyòng,6
同胞,同胞,tóngbāo,6
同志,同志,tóngzhì,6
铜,銅,tóng,6
童话,童話,tónghuà,6
统筹兼顾,統籌兼顧,tǒngchóujiāngù,6
统计,統計,tǒngjì,6
统统,統統,tǒngtǒng,6
统治,統治,tǒngzhì,6
投机,投機,tóujī,6
投票,投票,tóupiào,6
投诉,投訴,tóusù,6
投降,投降,tóuxiáng,6
投掷,投擲,tóuzhì,6
掷,擲,zhì,6
透露,透露,tòulù,6
秃,禿,tū,6
突破,突破,tūpò,6
图案,圖案,tú'àn,6
徒弟,徒弟,túdì,6
途径,途徑,tújìng,6
涂抹,塗抹,túmǒ,6
土壤,土壤,tǔrǎng,6
壤,壤,rǎng,6
团结,團結,tuánjié,6
团体,團體,tuántǐ,6
团圆,團圓,tuányuán,6
推测,推測,tuīcè,6
推翻,推翻,tuīfān,6
推理,推理,tuīlǐ,6
推论,推論,tuīlùn,6
推销,推銷,tuīxiāo,6
吞吞吐吐,吞吞吐吐,tūntūntǔtǔ,6
托运,托運,tuōyùn,6
拖延,拖延,tuōyán,6
拖,拖,tuō/chǐ,6
脱离,脫離,tuōlí,6
妥当,妥當,tuǒdang,6
妥,妥,tuǒ,6
妥善,妥善,tuǒshàn,6
妥协,妥協,tuǒxié,6
椭圆,橢圓,tuǒyuán,6
椭,橢,tuǒ/duǒ,6
唾弃,唾棄,tuòqì,6
唾,唾,tuò,6
挖掘,挖掘,wājué,6
挖,挖,wā,6
掘,掘,jué/kū,6
哇,哇,wa,6
娃娃,娃娃,wáwa,6
娃,娃,wá/wa/wā/guì,6
瓦解,瓦解,wǎjiě,6
瓦,瓦,wǎ/wà,6
歪曲,歪曲,wāiqū,6
外表,外表,wàibiǎo,6
外行,外行,wàiháng,6
外界,外界,wàijiè,6
外向,外向,wàixiàng,6
丸,丸,wán,6
完备,完備,wánbèi,6
完毕,完畢,wánbì,6
玩弄,玩弄,wánnòng,6
玩意儿,玩意兒,wányìr,6
顽固,頑固,wángù,6
顽,頑,wán/kūn,6
顽强,頑強,wánqiáng,6
挽回,挽回,wǎnhuí,6
挽,挽,wǎn,6
挽救,挽救,wǎnjiù,6
惋惜,惋惜,wǎnxī,6
惋,惋,wǎn/lì,6
万分,萬分,wànfēn,6
往常,往常,wǎngcháng,6
往事,往事,wǎngshì,6
妄想,妄想,wàngxiǎng,6
妄,妄,wàng/wáng,6
危机,危機,wēijī,6
威风,威風,wēifēng,6
威力,威力,wēilì,6
威望,威望,wēiwàng,6
威信,威信,wēixìn,6
微不足道,微不足道,wēi bù zú dào,6
微观,微觀,wēiguān,6
为难,爲難,wéinán,6
为期,爲期,wéiqī,6
违背,違背,wéibèi,6
唯独,唯獨,wéidú,6
